ID,rank,views,company,title,link,file_path
11,0,653551,108,"김승수♥양정아 썸, 결국 거짓이었나 ""오직 비즈니스..연락 안 해"" [미우새] [★밤TV]",https://m.entertain.naver.com/ranking/article/108/0003286833,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241202_article_1.txt
12,0,570917,477,"'장재호♥' 공민정, 결혼 3개월 만에 母 된다…""출산 얼마 안 남아"" 임신 발표",https://m.entertain.naver.com/ranking/article/477/0000524174,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241202_article_2.txt
13,0,538650,312,"카리나 폭로했다…'최민환 옹호' 이홍기에 ""차 안에서 맨날 들어"" ('싱크로유')",https://m.entertain.naver.com/ranking/article/312/0000691343,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241202_article_3.txt
14,0,455874,311,"이장우, '♥조혜원과 결혼' 대신 의리 택했다…""6년째 연애만"" 속사정 (대장이반찬)[전일야화]",https://m.entertain.naver.com/ranking/article/311/0001802134,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241202_article_4.txt
15,0,421688,433,"[단독] ""뉴진스 탈출을 빌드업했다""…민희진, 거짓말의 실체",https://m.entertain.naver.com/ranking/article/433/0000111467,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241202_article_5.txt
16,0,394835,312,"[종합] 지예은, '6살 연상' 규현과 ♥핑크빛 터졌다…""집에서 손수 우동 만들어줘"" ('런닝맨')",https://m.entertain.naver.com/ranking/article/312/0000691219,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241202_article_6.txt
17,0,391693,312,"[단독] '병역 면제 논란' 박서진, 내일 MBN '현역가왕2' 녹화 참여",https://m.entertain.naver.com/ranking/article/312/0000691208,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241202_article_7.txt
18,0,373857,076,"전현무, 20살 연하 女아나운서와 공개 열애 임박 ""얼마전 기사가 났다"" ('사당귀')[종합]",https://m.entertain.naver.com/ranking/article/076/0004222156,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241202_article_8.txt
19,0,290788,477,"변우석, 드디어 차기작 정했다…아이유와 '21세기 대군 부인' 출연[공식]",https://m.entertain.naver.com/ranking/article/477/0000524117,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241202_article_9.txt
20,0,288663,408,"[단독] '군 입대 거짓말' 박서진, 면제 증명서와 정신과 진료 내역 공개",https://m.entertain.naver.com/ranking/article/408/0000244651,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241202_article_10.txt
21,0,559074,311,"박나래, 두 달 늦게 접한 비보 ""소중한 동생, 하늘나라로 떠나"" [전문]",https://m.entertain.naver.com/ranking/article/311/0001802574,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241203_article_1.txt
22,0,555865,241,“너 이재야?” 8년 만 공식석상 허이재…김해숙도 놀란 달라진 비주얼,https://m.entertain.naver.com/ranking/article/241/0003399166,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241203_article_2.txt
23,0,422715,312,"카리나 폭로했다…'최민환 옹호' 이홍기에 ""차 안에서 맨날 들어"" ('싱크로유')",https://m.entertain.naver.com/ranking/article/312/0000691343,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241203_article_3.txt
24,0,388507,609,"박나래 두 달간 몰랐다, 뒤늦은 비보에 먹먹 “소중한 동생 하늘나라 떠나” [전문]",https://m.entertain.naver.com/ranking/article/609/0000928057,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241203_article_4.txt
25,0,379279,477,"배우 박민재, 중국서 갑작스런 심정지 사망 ""황망하고 너무 어이없게""",https://m.entertain.naver.com/ranking/article/477/0000524231,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241203_article_5.txt
26,0,368259,312,"김승수♥양정아, 방송용 연애였다…결혼 어그로 9개월 만에 선 그은 '썸' [TEN피플]",https://m.entertain.naver.com/ranking/article/312/0000691379,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241203_article_6.txt
27,0,341117,312,"전현무, '20살 연하' 홍주연과 ♥열애설 사실이었나…""큰 여자가 있어"" ('톡파원')",https://m.entertain.naver.com/ranking/article/312/0000691377,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241203_article_7.txt
28,0,340377,109,"김숙♥윤정수, 가상 아닌 '진짜 결혼' 약속했다..""변호사 공증받아""('홈즈')",https://m.entertain.naver.com/ranking/article/109/0005206365,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241203_article_8.txt
29,0,316124,465,"[단독] '2024 KBS 연기대상', 올해 파격 시도...""제야의 종소리 전 시상식 마친다""",https://m.entertain.naver.com/ranking/article/465/0000009392,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241203_article_9.txt
30,0,304281,477,"[단독]'지옥에서 온 판사' 대박낸 박신혜, 차기작 정했다…'체어타임' 출연",https://m.entertain.naver.com/ranking/article/477/0000524246,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241203_article_10.txt
31,0,444095,117,"이민기, 경찰 조사 받는다…상해 혐의 유력 용의자로 체포 (페이스미)",https://m.entertain.naver.com/ranking/article/117/0003893599,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241204_article_1.txt
32,0,439072,312,"[종합] '전남편 저격' 황정음, 쿨내 나는 김용준 소환 ""열렬해서 후회 없다…목숨 걸고 찍어"" ('솔로라서')",https://m.entertain.naver.com/ranking/article/312/0000691560,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241204_article_2.txt
33,0,426038,312,"최희진 父, 파킨슨병 투병 중이었다…자취 감추고 사라져 ('모퉁이를 돌면')",https://m.entertain.naver.com/ranking/article/312/0000691612,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241204_article_3.txt
34,0,425647,477,"지드래곤도 비상계엄령 선포에 분노했나…""그냥 알아서 꺼져라""에 '좋아요'",https://m.entertain.naver.com/ranking/article/477/0000524534,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241204_article_4.txt
35,0,408552,076,"'41세' 성훈♥장희진, 핑크빛 터졌다...단둘이 데이트 ""생각해 뒀던 사람"" ('돌싱포맨')[종합]",https://m.entertain.naver.com/ranking/article/076/0004222816,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241204_article_5.txt
36,0,341405,609,비상계엄령 여파 ‘트렁크’ 서현진 오늘(4일) 인터뷰 취소…공유는 논의 중 [공식],https://m.entertain.naver.com/ranking/article/609/0000928643,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241204_article_6.txt
37,0,339426,609,"이상민 “대한민국은 안전, 정치적 대립일 뿐” 45년 만의 계엄 선포, 전 세계 팬들 달랬다",https://m.entertain.naver.com/ranking/article/609/0000928640,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241204_article_7.txt
38,0,309069,312,"[단독] 계엄령 파장…방송 3사 연말 시상식 취소 위기 ""급하게 연락 받아""",https://m.entertain.naver.com/ranking/article/312/0000691542,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241204_article_8.txt
39,0,300734,477,"707 특임단 출신 배우 이관훈, 국회 진입 계엄군 직접 설득했다…""막지 마라""",https://m.entertain.naver.com/ranking/article/477/0000524446,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241204_article_9.txt
40,0,296094,076,"'173cm·60kg' 옥주현 ""골반 커지고 허리 잘록해져""..노출 의상 깜짝 ('비보티비')",https://m.entertain.naver.com/ranking/article/076/0004222809,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241204_article_10.txt
41,0,461232,144,[단독] 나나·채종석 ‘실제 연인’이었다···소속사 “사생활 영역” 함구,https://m.entertain.naver.com/ranking/article/144/0001005286,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241205_article_1.txt
42,0,402427,213,"김일우, 71세에 드디어 장가간다...후배 박선영과 '10년 후' 미래 약속 ('신랑수업')",https://m.entertain.naver.com/ranking/article/213/0001319406,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241205_article_2.txt
43,0,331768,312,"[단독] MBN '한일톱텐쇼', 일방 퇴출 논란 터져…日 출연진 7명에 강제 하차 통보",https://m.entertain.naver.com/ranking/article/312/0000691674,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241205_article_3.txt
44,0,328657,415,"이효리 시어머니 ""이상순♥이효리 서울집 너무 넓고 좋아…손주 있으면 좋을 걸""",https://m.entertain.naver.com/ranking/article/415/0000034148,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241205_article_4.txt
45,0,313516,312,"'40세' 구혜선, 카이스트 돈 주고 입학했나…""하루에 3000만원 입금"" ('라스')",https://m.entertain.naver.com/ranking/article/312/0000691661,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241205_article_5.txt
46,0,285982,609,"‘백종원♥’ 소유진, 발레 콩쿠르 1등만 하는 막내딸 자랑‥실력에 입이 떡",https://m.entertain.naver.com/ranking/article/609/0000929311,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241205_article_6.txt
47,0,284524,477,'오징어 게임' 시즌2 스포일러…탑=래퍼→박성훈=트랜스젠더였다,https://m.entertain.naver.com/ranking/article/477/0000524580,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241205_article_7.txt
48,0,280777,076,"[공식] '무빙', MBC서 본다…22일 첫방송, 글로벌 OTT와 지상파 첫 협업",https://m.entertain.naver.com/ranking/article/076/0004223130,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241205_article_8.txt
49,0,279504,468,"[단독] “어설픈 계엄령” KBS 본관 앞 포착된 국군 지휘차량 렉스턴 스포츠…방송사는 방치, 핀셋 계엄 당한 김어준",https://m.entertain.naver.com/ranking/article/468/0001113274,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241205_article_9.txt
50,0,274612,108,"'이승기♥' 이다인, 10개월 딸 첫 공개..사랑스러운 모습 [스타이슈]",https://m.entertain.naver.com/ranking/article/108/0003287435,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241205_article_10.txt
51,0,756441,311,"본능 아내, 곧 7번째 출산…""♥남편, 시댁서 '한번 할까?' 성관계 원해"" 충격 (이혼숙려캠프)[종합]",https://m.entertain.naver.com/ranking/article/311/0001803780,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241206_article_1.txt
52,0,584659,108,"전현무, 열애설 밝혔다..'20세 연하' 홍주연과 만남 공개 ""파리의 연인"" [사당귀]",https://m.entertain.naver.com/ranking/article/108/0003287713,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241206_article_2.txt
53,0,477749,477,"이정재 측 ""선행매매 등 불법 행위와 전혀 관계 無…조사 대상도 아냐"" 강력 반박[공식입장]",https://m.entertain.naver.com/ranking/article/477/0000524705,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241206_article_3.txt
54,0,402352,477,"""오겡끼데스까""…日 '러브레터' 나카야마 미호, 오늘(6일) 숨진 채 발견",https://m.entertain.naver.com/ranking/article/477/0000524789,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241206_article_4.txt
55,0,390711,312,"성욕 채우려 임신한 아내 폭력…본능 부부, 결국 유서 남겼다 ""재혼 꿈도 꾸지마"" ('이숙캠')",https://m.entertain.naver.com/ranking/article/312/0000691815,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241206_article_5.txt
56,0,364052,108,"""결벽증 때문에 전 아내와 플라토닉""..'라도♥' 윤보미도 놀란 고백[스타이슈]",https://m.entertain.naver.com/ranking/article/108/0003287670,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241206_article_6.txt
57,0,348299,312,"한재이, 알고보니 금수저였다…유명 언론 재벌가 자제로 밝혀져 ('지거전')",https://m.entertain.naver.com/ranking/article/312/0000691907,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241206_article_7.txt
58,0,338259,312,"[종합] '2번 이혼' 이지현, 전남편 저격했다…""10년간 양육비 못 받아, 결국 소송"" ('이혼숙려캠프')",https://m.entertain.naver.com/ranking/article/312/0000691842,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241206_article_8.txt
59,0,294041,312,"위기의 강호동, 1%대 '아형'만 남았다…방송가서 사라지는 '국민 MC' [TEN피플]",https://m.entertain.naver.com/ranking/article/312/0000691828,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241206_article_9.txt
60,0,292068,609,"‘무도’ 나왔던 터보 김정남, 양식장 밤무대 근무→7년 열애 끝나 결혼 포기(특종)[어제TV]",https://m.entertain.naver.com/ranking/article/609/0000929512,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241206_article_10.txt
61,0,625129,117,"""성XX, 입에 담기도 싫다""…공유→우도환, 갑론을박을 대하는 자세 [MD픽]",https://m.entertain.naver.com/ranking/article/117/0003894409,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241207_article_1.txt
62,0,517704,076,"줄리엔강♥제이제이, 결혼 7개월만 불화 터졌다 ""급발진이 문제"" [종합]",https://m.entertain.naver.com/ranking/article/076/0004223733,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241207_article_2.txt
63,0,437913,312,"'오월의 청춘' 주인공 아니랄까 봐…고민시, 윤석열 탄핵 촛불 밝혔다",https://m.entertain.naver.com/ranking/article/312/0000691999,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241207_article_3.txt
64,0,385959,609,이효리♥이상순 4년째 임신 계획 “시험관은 NO→마음 속으로는 포기”,https://m.entertain.naver.com/ranking/article/609/0000929988,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241207_article_4.txt
65,0,381301,609,"‘의사♥’ 서현진, 매년 아들 생일에 시부모가 주는 골드바 “눈물 핑, 복 많아”",https://m.entertain.naver.com/ranking/article/609/0000929979,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241207_article_5.txt
66,0,377227,609,“이수지가 4억 밖에 없다고?” 전재산 날리고 월세 사는데 상처…SNL은 소재로 썼다(사칭퀸),https://m.entertain.naver.com/ranking/article/609/0000929911,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241207_article_6.txt
67,0,364870,311,"[단독] 양지은, 父 생전 마지막 뜻 따랐다…""잔치처럼 보내 달라고"" (인터뷰①)",https://m.entertain.naver.com/ranking/article/311/0001804223,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241207_article_7.txt
68,0,357740,076,"'류수영♥' 박하선, 재떨이로 맞았다..갑질 폭로 충격적 ('히든아이')",https://m.entertain.naver.com/ranking/article/076/0004223760,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241207_article_8.txt
69,0,357084,108,"""차은우보다 더 '얼굴 천재'+中 명문대생"" 남동생 전격 공개 [핀란드 셋방살이][종합]",https://m.entertain.naver.com/ranking/article/108/0003287812,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241207_article_9.txt
70,0,332562,076,"나나, 가슴골 타투도 흐려졌네…♥채종석 '눈 감아'",https://m.entertain.naver.com/ranking/article/076/0004223774,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241207_article_10.txt
71,0,863026,312,"'57세' 김성령, ♥남편과 별거 고백했다…""살 만큼 살아, 밤마다 혼자 술 마셔"" ('A급장영란')",https://m.entertain.naver.com/ranking/article/312/0000692022,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241208_article_1.txt
72,0,513047,477,"""국민의힘 나리님들, 내란의 공범"" 이승환, 연예인 중 가장 센 작심 발언",https://m.entertain.naver.com/ranking/article/477/0000524907,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241208_article_2.txt
73,0,458566,477,"'택시운전사' 출연 독일 배우 토마스 크레취만, 계엄사태에 목소리 냈다",https://m.entertain.naver.com/ranking/article/477/0000524956,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241208_article_3.txt
74,0,381152,468,"임영웅 DM 논란, PD와의 충돌로 논란 확산… “제가 정치인인가요 목소리를 왜 내요”",https://m.entertain.naver.com/ranking/article/468/0001113558,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241208_article_4.txt
75,0,354305,609,"천정명, 눈물의 충격 고백 “16년 매니저에게 부모님까지 사기당해”(미우새)",https://m.entertain.naver.com/ranking/article/609/0000930135,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241208_article_5.txt
76,0,337990,117,"‘러브레터’ 나카야마 미호 사인 밝혀졌다, “목욕 중 익사” 공식 발표[해외이슈](종합)",https://m.entertain.naver.com/ranking/article/117/0003894596,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241208_article_6.txt
77,0,333290,312,"전현무, 20세 연하와 ♥핑크빛 열애설 터졌다…""멀리서 지켜봐"" 달달('사당귀')",https://m.entertain.naver.com/ranking/article/312/0000692031,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241208_article_7.txt
78,0,328574,477,"""계엄군 똑똑히 봐""..'김우석♥' 강나언, 모교 한예종 시국선언 동참",https://m.entertain.naver.com/ranking/article/477/0000524899,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241208_article_8.txt
79,0,314441,076,"[SC리뷰] 김준호, ♥김지민 쇼윈도 커플이었나..입술 사진 맞히기 실패 ""이제 뽀뽀는 없어"" 버럭",https://m.entertain.naver.com/ranking/article/076/0004223919,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241208_article_9.txt
80,0,305682,117,"“강동원·손예진 아니었다” 영화인 3007명, “尹 대통령 직무정지→파면·구속하라” 긴급성명[MD이슈]",https://m.entertain.naver.com/ranking/article/117/0003894593,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241208_article_10.txt
81,0,675037,109,"'독일남편♥' 김혜선, 갑작스레 안타까운 소식..""정신없다"" [★SHOT!]",https://m.entertain.naver.com/ranking/article/109/0005209220,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241209_article_1.txt
82,0,550478,312,"[종합] ""이혼만 6번"" 김재영, 충격 고백…""변우석보다 주우재가 더 인기 많아"" ('미우새')",https://m.entertain.naver.com/ranking/article/312/0000692117,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241209_article_2.txt
83,0,486920,117,"하리수, 안타까운 고백…""내 아들 못 본 지 9개월""",https://m.entertain.naver.com/ranking/article/117/0003894816,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241209_article_3.txt
84,0,448886,076,"[SC리뷰] ""아내 앞에서 대변…물티슈로 닦아줘"" 대형 사고 친 장성규, 아내 배려에 '심쿵'('미우새')",https://m.entertain.naver.com/ranking/article/076/0004224251,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241209_article_4.txt
85,0,425482,312,"[종합] 박서진, 약 먹고 의식 잃어…극단적 선택 시도 ""대소변 가릴 힘 없어""('살림남2')",https://m.entertain.naver.com/ranking/article/312/0000692091,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241209_article_5.txt
86,0,397274,108,"'5년 공백' 천정명, 자가 대저택+前매니저 사기+금수저 대방출[미우새][스타이슈]",https://m.entertain.naver.com/ranking/article/108/0003288021,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241209_article_6.txt
87,0,346889,311,"'박미선♥' 이봉원 ""배우 된 아들, 키 183cm…날 안 닮아"" (컬투쇼)[종합]",https://m.entertain.naver.com/ranking/article/311/0001804813,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241209_article_7.txt
88,0,294681,609,"“제가 목소리 왜 내요” 임영웅, 홍보대사 해촉설…포천시청 측 “사실 NO”[공식]",https://m.entertain.naver.com/ranking/article/609/0000930513,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241209_article_8.txt
89,0,290502,311,"추신수, '無월급→2주에 14억' 34년…""다시 태어나도 100% 야구할 것"" (백반기행)[전일야화]",https://m.entertain.naver.com/ranking/article/311/0001804571,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241209_article_9.txt
90,0,290004,311,"전현무♥홍주연, 열애 의혹→파리 심야 데이트설 ""입 모양이 '사랑해'네"" (사당귀)[종합]",https://m.entertain.naver.com/ranking/article/311/0001804647,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241209_article_10.txt
91,0,850460,312,"'39세' 박나래, 김재욱과 ♥핑크빛 오작교 이시언이었다…""요리해 줄 맛 나"" ('나래식')",https://m.entertain.naver.com/ranking/article/312/0000692267,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241210_article_1.txt
92,0,570493,477,"'유퀴즈 출연' 기상캐스터 오요안나, 9월 사망…향년 28세",https://m.entertain.naver.com/ranking/article/477/0000525235,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241210_article_2.txt
93,0,530504,312,"'이혼' 서장훈, 12살 연하 개그우먼과 ♥핑크빛 터졌다…""마음만 열어준다면"" ('동상이몽')",https://m.entertain.naver.com/ranking/article/312/0000692269,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241210_article_3.txt
94,0,453380,396,"[단독] ‘유퀴즈’ 기상캐스터 오요안나, 지난 9월 안타까운 사망…향년 28세",https://m.entertain.naver.com/ranking/article/396/0000695686,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241210_article_4.txt
95,0,396490,076,"[SC리뷰] ""중1 제자와 불륜 이혼, 딸 극단적 선택""…팝핀현준♥박애리, 선넘은 가짜뉴스에 분노",https://m.entertain.naver.com/ranking/article/076/0004224504,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241210_article_5.txt
96,0,330796,609,"오요안나, 사망 전 얼굴 골절 진단서 공개…28세 요절에 추모 행렬[종합]",https://m.entertain.naver.com/ranking/article/609/0000930898,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241210_article_6.txt
97,0,321854,052,"[단독] '고소영 첫 리얼리티' 예능, 제작 무산",https://m.entertain.naver.com/ranking/article/052/0002125783,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241210_article_7.txt
98,0,320216,108,"[단독]""생활고 거짓말"" 슬리피, 억대 배임 혐의 고발 당했다",https://m.entertain.naver.com/ranking/article/108/0003288218,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241210_article_8.txt
99,0,305888,108,"""유영재, 성기·고환 들어 올려""..선우은숙 친언니, 강제 추행 혐의 증인 출석 [스타현장]",https://m.entertain.naver.com/ranking/article/108/0003288496,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241210_article_9.txt
100,0,304438,609,"MBC 라디오 측, 김이나 일베 은어 사용 논란에 “하차 결정된 바 無”[공식]",https://m.entertain.naver.com/ranking/article/609/0000930835,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241210_article_10.txt
101,0,636340,076,"[공식]김준호♥김지민, 내년 결혼…공개 열애 3년만 결실 ""'미우새'서 프러포즈 과정 공개""",https://m.entertain.naver.com/ranking/article/076/0004225110,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241211_article_1.txt
102,0,554421,477,"'故최진실 딸' 최준희, 대한민국 연예대상 수상 소감에 '할머니는 없었다'",https://m.entertain.naver.com/ranking/article/477/0000525254,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241211_article_2.txt
103,0,518325,312,"[단독] 김태호 PD, 퇴사 3년 만에 다시 MBC로",https://m.entertain.naver.com/ranking/article/312/0000692484,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241211_article_3.txt
104,0,499775,609,"오요안나, 사망 전 얼굴 골절 진단서 공개…28세 요절에 추모 행렬[종합]",https://m.entertain.naver.com/ranking/article/609/0000930898,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241211_article_4.txt
105,0,417411,108,"'故최진실 딸' 최준희, 수상소감에 '불화+경찰 신고' 외조모 無 ""이모할머니=삶의 이유"" [전문]",https://m.entertain.naver.com/ranking/article/108/0003288589,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241211_article_5.txt
106,0,336657,108,"""유영재, 성기·고환 들어 올려""..선우은숙 친언니, 강제 추행 혐의 증인 출석 [스타현장]",https://m.entertain.naver.com/ranking/article/108/0003288496,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241211_article_6.txt
107,0,302210,108,"하연수, 은퇴→日 누드 모델 데뷔설 종결..'라스'로 복귀 ""연락 주세요"" [스타이슈] [종합]",https://m.entertain.naver.com/ranking/article/108/0003288598,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241211_article_7.txt
108,0,288778,609,선우은숙 입 열 차례 “유영재가 X꼭지 비틀고 성기 자랑” 언니는 동생 위해 참았다[이슈와치],https://m.entertain.naver.com/ranking/article/609/0000931002,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241211_article_8.txt
109,0,288555,108,"'불륜 해명' 탁재훈, 이혼에 입 열었다..""슬픈 얘기"" 솔직 [돌싱포맨] [★밤TV]",https://m.entertain.naver.com/ranking/article/108/0003288592,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241211_article_9.txt
110,0,268571,477,"SM ""에스파 윈터·엔하이픈 정원 열애설 사실무근…금전 목적 접촉 시도""[공식입장]",https://m.entertain.naver.com/ranking/article/477/0000525285,C:/Users/WINDOWS 11/Desktop/kpop_agenda/data\20241211_article_10.txt
