keyword,time,title,URL
카리나 재욱,2024.09.24 12:38,이상하게 열애설이 터졌을 때 남자 외모를 보게되던데,https://gall.dcinside.com/mgallery/board/view/?id=girlsong&no=28119
카리나 재욱,2024.09.23 13:12,재욱이햄이카리나보고 싶대,https://gall.dcinside.com/board/view/?id=grsgills&no=5467631
카리나 재욱,2024.09.23 13:00,재욱이햄 아직카리나못 잊은듯,https://gall.dcinside.com/board/view/?id=grsgills&no=5467526
카리나 재욱,2024.09.23 12:33,재욱신 헤어지자말해요 부른거 ㄹㅇ 슬프네요,https://gall.dcinside.com/board/view/?id=baseball_ab2&no=8657129
카리나 재욱,2024.09.22 20:40,요즘카리나빠는애들 잘안보임,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=7238403
카리나 재욱,2024.09.21 11:52,카리나인스타 팔로워가 제일 이상해,https://gall.dcinside.com/board/view/?id=grsgills&no=5452605
카리나 재욱,2024.09.21 11:17,요즘 인스타 팔로워 주작질 필터링한다던데,https://gall.dcinside.com/board/view/?id=grsgills&no=5452451
카리나 재욱,2024.09.20 10:49,재욱이형도 사실카리나한테 졸라 실망했을거다,https://gall.dcinside.com/board/view/?id=grsgills&no=5442966
카리나 재욱,2024.09.20 00:17,카리나재욱이형 만난 그 쇼 게티는 없어?,https://gall.dcinside.com/board/view/?id=grsgills&no=5440940
카리나 재욱,2024.09.18 15:59,쎅슴은 대단해카리나는 신이에요 언플갑,https://gall.dcinside.com/board/view/?id=grsgills&no=5428272
카리나 재욱,2024.09.18 10:12,카리나오늘자 네이버 자동검색어 근황..jpg,https://gall.dcinside.com/board/view/?id=grsgills&no=5425282
카리나 재욱,2024.09.18 09:58,카리나라 일본에서 유명해진 이유,https://gall.dcinside.com/board/view/?id=grsgills&no=5425194
카리나 재욱,2024.09.18 01:26,육즙이>>>재욱이 덮밥 육즙 말하는거냐,https://gall.dcinside.com/board/view/?id=grsgills&no=5423330
카리나 재욱,2024.09.16 16:28,재욱햄 노래하는거 보니까 아직카리나포기 안했던데,https://gall.dcinside.com/board/view/?id=grsgills&no=5406590
카리나 재욱,2024.09.16 15:19,엣퀴줌들이카리나빠는이유,https://gall.dcinside.com/board/view/?id=grsgills&no=5405889
카리나 재욱,2024.09.16 14:22,카리나는 얼굴 몸매 다 되니까,https://gall.dcinside.com/board/view/?id=grsgills&no=5405458
카리나 재욱,2024.09.16 14:06,국내 1황은 엣이 맞음,https://gall.dcinside.com/board/view/?id=grsgills&no=5405357
카리나 재욱,2024.09.16 12:57,카리나가 부러운점,https://gall.dcinside.com/board/view/?id=grsgills&no=5404800
카리나 재욱,2024.09.16 12:25,카리나는재욱이가 있자너,https://gall.dcinside.com/board/view/?id=grsgills&no=5404475
카리나 재욱,2024.09.15 16:27,결국 에스파는카리나남친재욱이가 사형선고내린게,https://gall.dcinside.com/board/view/?id=grsgills&no=5397208
카리나 재욱,2024.09.15 13:27,카리나퀴들재욱이햄한테 내상입더라,https://gall.dcinside.com/board/view/?id=grsgills&no=5395793
카리나 재욱,2024.09.15 09:44,카리나퀴재욱볶음에 긁히는거맞노ㅋㅋ,https://gall.dcinside.com/board/view/?id=grsgills&no=5393764
카리나 재욱,2024.09.13 19:00,걸갤 장원영카리나차이,https://gall.dcinside.com/board/view/?id=grsgills&no=5368728
카리나 재욱,2024.09.13 13:53,183.107=재욱이 터지고 미친카리나퀴,https://gall.dcinside.com/board/view/?id=grsgills&no=5365302
카리나 재욱,2024.09.13 13:49,183.107카리나퀴 또 릇퀴가면질이노ㅋㅋ,https://gall.dcinside.com/board/view/?id=grsgills&no=5365247
카리나 재욱,2024.09.13 13:45,카리나퀴들 또나대노ㅋㅋ,https://gall.dcinside.com/board/view/?id=grsgills&no=5365177
카리나 재욱,2024.09.12 17:37,카리나는 역바 당한게 아니라 ㅋㅋ재욱볶음 해먹은거지 ㅋㅋ,https://gall.dcinside.com/board/view/?id=grsgills&no=5353076
카리나 재욱,2024.09.11 14:39,에스파 지금까지 버틴거 딱하나임,https://gall.dcinside.com/board/view/?id=grsgills&no=5327850
카리나 재욱,2024.09.09 23:18,재욱이형카리나한테 존나 실망해서 헤어진 게 맞음,https://gall.dcinside.com/board/view/?id=grsgills&no=5309875
카리나 재욱,2024.09.08 14:37,183.107카리나퀴 열등감 미쳤노ㅋㅋ,https://gall.dcinside.com/board/view/?id=grsgills&no=5291457
카리나 재욱,2024.09.08 14:13,183.107 카리나퀴일수도 있겠노,https://gall.dcinside.com/board/view/?id=grsgills&no=5291277
카리나 재욱,2024.09.07 22:51,재욱이가 잘 생겼음,https://gall.dcinside.com/board/view/?id=grsgills&no=5286746
카리나 재욱,2024.09.07 12:08,카리나도 연애 할만 하지..,https://gall.dcinside.com/board/view/?id=grsgills&no=5282203
카리나 재욱,2024.09.06 23:56,슴창퀴들때문에카리나-이재욱 커플 헤어진거 맘 아파,https://gall.dcinside.com/board/view/?id=grsgills&no=5278636
카리나 재욱,2024.09.06 19:53,슴과 슴창은 그 병신같은 문화를 바꾸지 않으면 답없지,https://gall.dcinside.com/board/view/?id=grsgills&no=5276497
카리나 재욱,2024.09.06 16:08,아이돌판에 일반적인 여론조사는 의미 없어,https://gall.dcinside.com/board/view/?id=grsgills&no=5273914
카리나 재욱,2024.09.06 13:39,그런데카리나가 외모 원탑인데,https://gall.dcinside.com/board/view/?id=grsgills&no=5271764
카리나 재욱,2024.09.06 11:03,와 유튜브 쇼츠 ㄷㄷ,https://gall.dcinside.com/board/view/?id=grsgills&no=5269882
카리나 재욱,2024.09.06 06:15,이 바닥에서 대중이라는 말만큼 개소리가 없다니까 ㅋㅋ,https://gall.dcinside.com/board/view/?id=grsgills&no=5268381
카리나 재욱,2024.09.05 19:43,카리나랑재욱이...뭐요..?,https://gall.dcinside.com/mini/board/view/?id=fucking&no=702230
카리나 재욱,2024.09.05 15:17,카리나는 차쥐뿔이 결과적으로 배드엔딩이됐지,https://gall.dcinside.com/mgallery/board/view/?id=culture1&no=3478
카리나 재욱,2024.09.05 13:08,그래도카리나많이 발전한듯.. 디매남보단재욱이가,https://gall.dcinside.com/mgallery/board/view/?id=culture1&no=2376
카리나 재욱,2024.09.02 13:54,이게 왜 이재욱 인스타노? ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=grsgills&no=5220084
카리나 재욱,2024.09.02 10:47,느그 바이럴덩어리카리나관심없어요,https://gall.dcinside.com/board/view/?id=grsgills&no=5217860
카리나 재욱,2024.09.02 09:37,재욱볶음 맛 못잊는카리나근황...jpg,https://gall.dcinside.com/board/view/?id=baseball_new11&no=14470228
카리나 재욱,2024.09.01 15:49,카리나(재욱덮밥 25세)는 왜 아이돌한다고 깝치는거임?,https://gall.dcinside.com/board/view/?id=grsgills&no=5208825
